type,title,director,country,release_year,age_rating,genre,rating,stars,votes,month_added,year_added,duration_min,seasons
Movie,over the moon,Glen Keane,China,2020,PG,Children & Family Movies,6.3,Glen Keane,22398,10,2020,100,0
Movie,cadaver,Jarand Herdal,Norway,2020,TV-MA,Horror Movies,5.2,Jarand Herdal,10199,10,2020,87,0
Movie,rebecca,Ben Wheatley,United Kingdom,2020,PG-13,Dramas,6.0,Ben Wheatley,41997,10,2020,123,0
Movie,whispers,Maroun Baghdadi,Lebanon,1980,TV-14,Documentaries,5.4,Elham Ali,365,10,2020,93,0
Movie,rooting for roona,"Pavitra Chalam, Akshay Shankar",India,2020,TV-PG,Documentaries,7.0,Pavitra Chalam,426,10,2020,42,0
Movie,i am vengeance: retaliation,Ross Boyask,United Kingdom,2020,R,Action & Adventure,3.5,Ross Boyask,2915,10,2020,82,0
TV Show,someone has to die,Manolo Caro,Mexico,2020,TV-MA,Crime TV Shows,6.3,Cecilia Suárez,4938,10,2020,0,1
TV Show,someone has to die,Manolo Caro,Mexico,2020,TV-MA,Crime TV Shows,6.8,Manolo Caro,245,10,2020,0,1
TV Show,someone has to die,Manolo Caro,Mexico,2020,TV-MA,Crime TV Shows,7.1,Manolo Caro,210,10,2020,0,1
TV Show,someone has to die,Manolo Caro,Mexico,2020,TV-MA,Crime TV Shows,6.6,Manolo Caro,213,10,2020,0,1
Movie,the trial of the chicago 7,Aaron Sorkin,United States,2020,R,Dramas,7.7,Aaron Sorkin,175568,10,2020,130,0
Movie,a babysitter's guide to monster hunting,Rachel Talalay,United States,2020,TV-PG,Children & Family Movies,5.4,Rachel Talalay,4238,10,2020,99,0
Movie,kartini: princess of java,Hanung Bramantyo,Indonesia,2017,TV-PG,Dramas,7.6,Hanung Bramantyo,549,10,2020,118,0
Movie,love like the falling rain,Lasja Fauzia Susatyo,Indonesia,2020,TV-14,Dramas,4.7,Lasja Fauzia,207,10,2020,87,0
Movie,blackpink: light up the sky,Caroline Suh,United States,2020,TV-14,Documentaries,7.3,Caroline Suh,6617,10,2020,80,0
Movie,the three deaths of marisela escobedo,Carlos Pérez Osorio,Mexico,2020,TV-MA,Documentaries,8.1,Carlos Perez Osorio,1731,10,2020,110,0
Movie,octonauts & the great barrier reef,Blair Simmons,United Kingdom,2020,TV-Y,Children & Family Movies,6.6,Blair Simmons,151,10,2020,47,0
Movie,ginny weds sunny,Puneet Khanna,India,2020,TV-MA,Comedies,5.7,Puneet Khanna,4838,10,2020,126,0
Movie,the forty-year-old version,Radha Blank,United States,2020,R,Comedies,7.2,Radha Blank,5073,10,2020,124,0
Movie,bigflo & oli: hip hop frenzy,"Bigflo & Oli, Jérémie Levypon",France,2020,TV-MA,Documentaries,6.7,Jérémie Levypon,127,10,2020,100,0
Movie,hubie halloween,Steve Brill,United States,2020,PG-13,Comedies,5.2,Steven Brill,49569,10,2020,104,0
TV Show,to the lake,Pavel Kostomarov,Russia,2020,TV-MA,International TV Shows,7.2,Kirill Käro,13051,10,2020,0,1
Movie,dolly parton: here i am,Francis Whately,United Kingdom,2019,TV-14,Documentaries,7.3,Francis Whately,1526,10,2020,90,0
Movie,david attenborough: a life on our planet,"Alastair Fothergill, Jonnie Hughes, Keith Scholey",United Kingdom,2020,PG,Documentaries,8.9,Alastair Fothergill,32001,10,2020,84,0
Movie,a go! go! cory carson halloween,"Alex Woo, Stanley Moore",United States,2020,TV-Y,Children & Family Movies,6.4,Stanley Moore,52,10,2020,22,0
Movie,òlòtūré,Kenneth Gyang,Nigeria,2020,TV-MA,Dramas,5.5,Kenneth Gyang,810,10,2020,107,0
Movie,serious men,Sudhir Mishra,India,2020,TV-MA,Comedies,6.8,Sudhir Mishra,7625,10,2020,115,0
Movie,the binding,Domenico de Feudis,Italy,2020,TV-MA,Horror Movies,4.8,Domenico de Feudis,4257,10,2020,93,0
Movie,vampires vs. the bronx,Oz Rodriguez,United States,2020,PG-13,Comedies,5.7,Oz Rodriguez,10046,10,2020,86,0
Movie,you've got this,Salvador Espinosa,Mexico,2020,TV-MA,Comedies,5.8,Salvador Espinosa,1319,10,2020,112,0
Movie,all because of you,Adrian Teh,Malaysia,2020,TV-PG,Action & Adventure,4.0,Adrian Teh,222,10,2020,102,0
Movie,carlos almaraz: playing with fire,"Elsa Flores Almaraz, Richard J Montoya",United States,2019,TV-14,Documentaries,7.8,Elsa Flores Almaraz,63,10,2020,83,0
Movie,cold harbour,Carey McKenzie,South Africa,2013,TV-MA,Action & Adventure,5.2,Carey McKenzie,217,10,2020,73,0
Movie,hunt for the wilderpeople,Taika Waititi,New Zealand,2016,PG-13,Action & Adventure,7.8,Taika Waititi,130345,10,2020,101,0
Movie,american murder: the family next door,Jenny Popplewell,United States,2020,TV-MA,Documentaries,7.2,Jenny Popplewell,28220,9,2020,84,0
Movie,the boys in the band,Joe Mantello,United States,2020,R,Dramas,6.8,Joe Mantello,15722,9,2020,122,0
Movie,michelle buteau: welcome to buteaupia,Page Hurwitz,United States,2020,TV-MA,Stand-Up Comedy,7.0,Page Hurwitz,608,9,2020,59,0
Movie,enola holmes,Harry Bradbeer,United Kingdom,2020,PG-13,Action & Adventure,6.6,Harry Bradbeer,169720,9,2020,124,0
Movie,kiss the ground,"Joshua Tickell, Rebecca Harrell Tickell",United States,2020,TV-G,Documentaries,8.2,Joshua Tickell,6883,9,2020,85,0
Movie,a love song for latasha,Sophia Nahli Allison,United States,2020,TV-PG,Documentaries,6.8,Sophia Nahli Allison,2439,9,2020,20,0
Movie,whipped,Chandra Liow,Indonesia,2020,TV-14,Comedies,4.0,Chandra Liow,643,9,2020,98,0
Movie,gims: on the record,Florent Bodin,France,2020,TV-MA,Documentaries,6.9,Florent Bodin,213,9,2020,96,0
Movie,horrid henry's gross day out,Gary Andrews,United Kingdom,2020,TV-Y,Children & Family Movies,5.8,Gary Andrews,45,9,2020,61,0
Movie,residue,Merawi Gerima,United States,2020,TV-MA,Dramas,6.0,Natalia Tena,2621,9,2020,90,0
Movie,the devil all the time,Antonio Campos,United States,2020,R,Dramas,7.1,Antonio Campos,133166,9,2020,139,0
Movie,the paramedic,Carles Torras,Spain,2020,TV-MA,Dramas,5.7,Carles Torras,12685,9,2020,94,0
Movie,michael mcintyre: showman,Chris Howe,United Kingdom,2020,TV-MA,Stand-Up Comedy,7.1,Chris Howe,1278,9,2020,63,0
Movie,lara and the beat,Tosin Coker,Nigeria,2018,TV-MA,Dramas,5.8,Tosin Coker,150,9,2020,140,0
Movie,dad wanted,Javier Colinas,Mexico,2020,TV-14,Children & Family Movies,5.7,Javier Colinas,1095,9,2020,103,0
Movie,pets united,Reinhard Klooss,Germany,2020,TV-Y7,Children & Family Movies,3.7,Reinhard Klooss,2803,9,2020,93,0
TV Show,julie and the phantoms,Kenny Ortega,United States,2020,TV-G,Kids' TV,8.4,Madison Reyes,10039,9,2020,0,1
TV Show,julie and the phantoms,Kenny Ortega,United States,2020,TV-G,Kids' TV,8.1,Kenny Ortega,541,9,2020,0,1
TV Show,julie and the phantoms,Kenny Ortega,United States,2020,TV-G,Kids' TV,8.6,Kenny Ortega,500,9,2020,0,1
TV Show,julie and the phantoms,Kenny Ortega,United States,2020,TV-G,Kids' TV,8.5,Paul Becker,476,9,2020,0,1
TV Show,julie and the phantoms,Kenny Ortega,United States,2020,TV-G,Kids' TV,8.2,Kenny Ortega,467,9,2020,0,1
TV Show,julie and the phantoms,Kenny Ortega,United States,2020,TV-G,Kids' TV,8.0,Kenny Ortega,462,9,2020,0,1
TV Show,julie and the phantoms,Kenny Ortega,United States,2020,TV-G,Kids' TV,8.6,Kristin Hanggi,474,9,2020,0,1
TV Show,julie and the phantoms,Kenny Ortega,United States,2020,TV-G,Kids' TV,8.8,Kabir Akhtar,506,9,2020,0,1
TV Show,julie and the phantoms,Kenny Ortega,United States,2020,TV-G,Kids' TV,9.2,Kabir Akhtar,595,9,2020,0,1
TV Show,julie and the phantoms,Kenny Ortega,United States,2020,TV-G,Kids' TV,9.1,Kenny Ortega,546,9,2020,0,1
Movie,satria heroes: revenge of the darkness,"Kenzo Maihara, Amandha Wyanto",Indonesia,2017,TV-G,Children & Family Movies,4.6,Kenzô Maihara,71,9,2020,92,0
Movie,the babysitter: killer queen,McG,United States,2020,TV-MA,Comedies,5.8,McG,39725,9,2020,102,0
Movie,cargo,Arati Kadav,India,2020,TV-14,Comedies,6.3,Ben Howling,43750,9,2020,113,0
Movie,cuties,Maïmouna Doucouré,France,2020,TV-MA,Dramas,3.5,Maïmouna Doucouré,30717,9,2020,96,0
TV Show,la línea: shadow of narco,Pepe Mora,Spain,2020,TV-MA,Crime TV Shows,6.4,Juan Franco,405,9,2020,0,1
Movie,so much love to give,Marcos Carnevale,Argentina,2020,TV-14,Comedies,5.3,Marcos Carnevale,1420,9,2020,108,0
Movie,the social dilemma,Jeff Orlowski,United States,2020,PG-13,Documentaries,7.6,Jeff Orlowski-Yang,82178,9,2020,94,0
Movie,#alive,Cho Il,South Korea,2020,TV-MA,Horror Movies,6.3,Il Cho,39285,9,2020,99,0
Movie,my octopus teacher,"Pippa Ehrlich, James Reed",South Africa,2020,TV-G,Children & Family Movies,8.1,Pippa Ehrlich,54166,9,2020,86,0
Movie,i'm thinking of ending things,Charlie Kaufman,United States,2020,R,Dramas,6.6,Charlie Kaufman,85315,9,2020,135,0
Movie,afonso padilha: classless,"Junior Carelli, Rudge Campos",Brazil,2020,TV-MA,Stand-Up Comedy,6.9,Rudge Campos,208,9,2020,63,0
Movie,"love, guaranteed",Mark Steven Johnson,United States,2020,TV-PG,Comedies,5.6,Mark Steven Johnson,17543,9,2020,91,0
Movie,sky tour: the movie,Nguyen Thanh Tung,Vietnam,2020,TV-G,Documentaries,5.7,Son Tung Mtp,1042,9,2020,93,0
Movie,always be my maybe,Dan Villegas,Philippines,2016,TV-14,International Movies,6.8,Nahnatchka Khan,56455,9,2020,112,0
Movie,barbie princess adventure,Conrad Helten,Netherlands,2020,TV-Y,Children & Family Movies,5.4,Conrad Helten,494,9,2020,72,0
Movie,the boss baby: get that baby!,"Dan Forgione, Pete Jacobs, Matt Whitlock",United States,2020,TV-Y7,Children & Family Movies,4.9,Dan Forgione,368,9,2020,115,0
Movie,the match,Francesco Carnesecchi,Italy,2020,TV-MA,Dramas,5.0,Francesco Carnesecchi,684,9,2020,97,0
Movie,the smurfs,Raja Gosnell,United States,2011,PG,Children & Family Movies,7.2,Don Messick,18686,9,2020,103,0
Movie,true: friendship day,"Mark Thornton, Todd Kauffman",Canada,2020,TV-Y,Children & Family Movies,7.1,Todd Kauffman,24,9,2020,24,0
Movie,all together now,Brett Haley,United States,2020,PG,Dramas,6.5,Brett Haley,4490,8,2020,94,0
Movie,santana,"Chris Roland, Maradona Dias Dos Santos",South Africa,2020,TV-MA,Action & Adventure,3.8,Maradona Dias Dos Santos,997,8,2020,107,0
Movie,unknown origins,David Galán Galindo,Spain,2020,TV-MA,International Movies,6.1,David Galán Galindo,6932,8,2020,97,0
Movie,making the witcher,Nathan Wiley,United States,2020,TV-MA,Documentaries,6.8,Nathan Wiley,461,8,2020,33,0
Movie,class of '83,Atul Sabharwal,India,2020,TV-14,Dramas,5.8,Atul Sabharwal,5674,8,2020,98,0
Movie,dark forces,Bernardo Arellano,Mexico,2020,TV-MA,Horror Movies,2.7,Bernardo Arellano,623,8,2020,81,0
Movie,the sleepover,Trish Sie,United States,2020,TV-PG,Action & Adventure,5.6,Trish Sie,10604,8,2020,104,0
TV Show,goedam,Hong Won-ki,South Korea,2020,TV-MA,International TV Shows,5.7,Song Chae-Yoon,995,8,2020,0,1
Movie,the crimes that bind,Sebastián Schindel,Argentina,2020,TV-14,Dramas,6.7,Sebastián Schindel,4066,8,2020,100,0
Movie,crazy awesome teachers,Sammaria Sari Simanjuntak,Indonesia,2020,TV-PG,Comedies,6.1,Sammaria Simanjuntak,460,8,2020,102,0
Movie,little singham: kaal ka badla,Prakash Satam,Not Given,2020,TV-Y7,Children & Family Movies,7.1,Prakash Satam,30,8,2020,70,0
Movie,beyond the boundary: icc women's t20 world cup australia 2020,Anna Stone,Not Given,2020,TV-G,Documentaries,6.6,Anna Stone,10,8,2020,59,0
Movie,fearless,Cory Edwards,Canada,2020,TV-Y7,Children & Family Movies,4.9,Cory Edwards,1776,8,2020,92,0
Movie,fearless,Cory Edwards,Canada,2020,TV-Y7,Children & Family Movies,7.1,Ty Murray,312,8,2020,92,0
Movie,project power,"Henry Joost, Ariel Schulman",United States,2020,R,Action & Adventure,6.0,Henry Joost,88089,8,2020,113,0
Movie,an easy girl,Rebecca Zlotowski,France,2019,TV-MA,Comedies,5.6,Rebecca Zlotowski,5226,8,2020,93,0
Movie,gunjan saxena: the kargil girl,Sharan Sharma,India,2020,TV-14,Action & Adventure,5.6,ALi Khan AK,34797,8,2020,113,0
Movie,"rob schneider: asian momma, mexican kids",Tyler Spindel,United States,2020,TV-MA,Stand-Up Comedy,5.5,Tyler Spindel,798,8,2020,44,0
Movie,we summon the darkness,Marc Meyers,United States,2020,R,Horror Movies,5.2,Marc Meyers,10714,8,2020,90,0
Movie,work it,Laura Terruso,United States,2020,TV-14,Comedies,6.1,Laura Terruso,13574,8,2020,94,0
Movie,nasha natasha,Martín Sastre,Uruguay,2020,TV-PG,Documentaries,6.4,Martín Sastre,316,8,2020,72,0
Movie,anelka: misunderstood,Franck Nataf,France,2020,TV-14,Documentaries,6.4,Franck Nataf,3223,8,2020,95,0
Movie,malibu rescue: the next wave,Savage Steve Holland,United States,2020,TV-G,Children & Family Movies,4.8,Savage Steve Holland,862,8,2020,71,0
Movie,sam jay: 3 in the morning,Kristian Mercado,United States,2020,TV-MA,Stand-Up Comedy,6.4,Kristian Mercado,534,8,2020,64,0
Movie,almost love,Mike Doyle,United States,2020,TV-MA,Comedies,5.7,Mike Doyle,1158,8,2020,92,0
Movie,shine your eyes,Matias Mariani,Brazil,2020,TV-MA,Dramas,6.5,Matias Mariani,332,7,2020,103,0
TV Show,unlucky ploy,Nopparoj Chotmunkongsit,Not Given,2020,TV-MA,International TV Shows,0.0,Supachai Suwanon,0,7,2020,0,1
Movie,what keeps you alive,Colin Minihan,Canada,2018,R,LGBTQ Movies,5.7,Colin Minihan,8784,8,2020,99,0
Movie,raat akeli hai,Honey Trehan,India,2020,TV-MA,Dramas,7.2,Honey Trehan,18239,7,2020,150,0
Movie,seriously single,"Katleho Ramaphakela, Rethabile Ramaphakela",South Africa,2020,TV-MA,Comedies,4.5,Katleho Ramaphakela,1279,7,2020,108,0
Movie,sugar high,Ariel Boles,United States,2020,TV-G,Children & Family Movies,7.2,Ariel Boles,194,7,2020,44,0
Movie,uma maheswara ugra roopasya,Venkatesh Maha,India,2020,TV-MA,Comedies,7.7,Venkatesh Maha,1683,7,2020,137,0
Movie,redemption,Mickey Fonseca,Mozambique,2019,TV-MA,Dramas,6.2,Steven Knight,72611,7,2020,102,0
Movie,the hater,Jan Komasa,Poland,2020,TV-MA,Dramas,7.1,Jan Komasa,15306,7,2020,136,0
Movie,the speed cubers,Sue Kim,United States,2020,TV-PG,Documentaries,7.4,Sue Kim,3575,7,2020,41,0
Movie,banana split,Ben Kasulke,United States,2020,TV-MA,Comedies,6.2,Benjamin Kasulke,3427,7,2020,84,0
Movie,double world,Teddy Chan,China,2020,TV-14,Action & Adventure,6.1,Teddy Chan,4245,7,2020,110,0
Movie,animal crackers,"Tony Bancroft, Scott Christian Sava",China,2020,TV-Y7,Children & Family Movies,5.8,Tony Bancroft,3501,7,2020,106,0
Movie,dragons: rescue riders: secrets of the songwing,"Greg Rankin, TJ Sullivan",United States,2020,TV-Y,Children & Family Movies,5.1,Greg Rankin,187,7,2020,46,0
Movie,offering to the storm,Fernando González Molina,Spain,2020,TV-MA,International Movies,6.2,Fernando González Molina,6594,7,2020,140,0
Movie,the kissing booth 2,Vince Marcello,United Kingdom,2020,TV-14,Comedies,5.7,Vince Marcello,31821,7,2020,133,0
Movie,the larva island movie,Ahn Byoung-wook,South Korea,2020,TV-Y7,Children & Family Movies,5.1,Byoung-Wook Ahn,668,7,2020,91,0
Movie,the remix: hip hop x fashion,"Lisa Cortés, Farah X",United States,2019,TV-MA,Documentaries,7.2,Lisa Cortes,91,7,2020,67,0
Movie,jack whitehall: i'm only joking,"Dave Skinner, Freddie Waters",United Kingdom,2020,TV-MA,Stand-Up Comedy,6.6,Dave Skinner,1566,7,2020,58,0
Movie,father soldier son,"Leslye Davis, Catrin Einhorn",United States,2020,R,Documentaries,7.3,Leslye Davis,967,7,2020,100,0
Movie,fatal affair,Peter Sullivan,United States,2020,TV-14,Thrillers,4.5,Peter Sullivan,6084,7,2020,90,0
Movie,milf,Axelle Laffont,France,2018,TV-MA,Comedies,4.8,Axelle Laffont,6369,7,2020,102,0
Movie,the players,Stefano Mordini,Italy,2020,TV-MA,Comedies,4.7,Stefano Mordini,1675,7,2020,89,0
Movie,urzila carlson: overqualified loser,Hayden Guppy,Australia,2020,TV-MA,Stand-Up Comedy,6.2,Hayden Guppy,394,7,2020,62,0
Movie,we are one,Stéphane de Freitas,France,2020,TV-MA,Documentaries,4.9,Stéphane de Freitas,93,7,2020,86,0
TV Show,dating around: brazil,Cassia Dian,Brazil,2020,TV-14,International TV Shows,5.3,Dieter Truppel,134,7,2020,0,1
Movie,mama's boy,Amro Salah,Egypt,2018,TV-14,Comedies,6.1,Amr Salah,1105,7,2020,101,0
Movie,the claudia kishi club,Sue Ding,United States,2020,TV-14,Documentaries,6.9,Sue Ding,140,7,2020,17,0
Movie,the old guard,Gina Prince-Bythewood,United States,2020,R,Action & Adventure,6.6,Gina Prince-Bythewood,162921,7,2020,126,0
TV Show,the twelve,Wouter Bouvijn,Belgium,2019,TV-MA,Crime TV Shows,7.4,Luc De Ruelle,5359,7,2020,0,1
Movie,mucho mucho amor: the legend of walter mercado,"Cristina Costantini, Kareem Tabsch",United States,2020,TV-14,Documentaries,7.2,Cristina Costantini,3334,7,2020,96,0
Movie,boss,Anthony D'Souza,India,2013,TV-14,Action & Adventure,8.1,Kelsey Grammer,17776,7,2020,139,0
TV Show,hook,Rachit Kusonkoonsiri,Thailand,2020,TV-MA,International TV Shows,6.4,Peemapol Panichtamrong,27,7,2020,0,1
Movie,jim jefferies: intolerant,Scott Zabielski,United States,2020,TV-MA,Stand-Up Comedy,7.2,Scott Zabielski,2938,7,2020,67,0
Movie,players,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,2012,TV-14,Action & Adventure,0.0,Trish Sie,0,7,2020,162,0
Movie,pyaar ka punchnama 2,Luv Ranjan,India,2015,TV-MA,Comedies,7.3,Luv Ranjan,15310,7,2020,136,0
Movie,queen,Vikas Bahl,India,2014,TV-MA,Comedies,7.1,Andrzej Seweryn,1240,7,2020,138,0
Movie,shaitan,Bejoy Nambiar,India,2011,TV-MA,Action & Adventure,7.2,Bejoy Nambiar,8532,7,2020,126,0
Movie,desperados,LP,United States,2020,TV-MA,Comedies,5.2,LP,10436,7,2020,107,0
Movie,hunter in the blue side of manchester,Rako Prijanto,Indonesia,2020,TV-MA,Dramas,5.6,Rako Prijanto,48,7,2020,89,0
Movie,jo koy: in his elements,Michael McKay,United States,2020,TV-MA,Stand-Up Comedy,5.3,Michael McKay,546,6,2020,55,0
Movie,thiago ventura: pokas,"Fabio Ock, Joana Mazzucchelli",Brazil,2020,TV-MA,Stand-Up Comedy,6.5,Joana Mazzucchelli,207,7,2020,82,0
Movie,#annefrank - parallel stories,"Sabina Fedeli, Anna Migotto",Italy,2019,TV-14,Documentaries,6.5,Sabina Fedeli,1569,7,2020,95,0
Movie,the f**k-it list,Michael Duggan,United States,2019,TV-MA,Comedies,5.1,Michael Duggan,6447,7,2020,103,0
Movie,total recall,Paul Verhoeven,United States,1990,R,Action & Adventure,6.2,Len Wiseman,254640,7,2020,114,0
Movie,under the riccione sun,Younuts!,Italy,2020,TV-MA,Comedies,5.6,Younuts,2664,7,2020,102,0
Movie,george lopez: we'll do it for half,Troy Miller,United States,2020,TV-MA,Stand-Up Comedy,5.7,Troy Miller,457,6,2020,52,0
Movie,#friendbutmarried 2,Rako Prijanto,Indonesia,2020,TV-G,Dramas,6.9,Rako Prijanto,317,6,2020,104,0
Movie,eurovision song contest: the story of fire saga,David Dobkin,United States,2020,PG-13,Comedies,6.5,David Dobkin,93701,6,2020,124,0
Movie,krishna and his leela,Ravikanth Perepu,India,2020,TV-MA,International Movies,5.6,Ravikanth Perepu,1603,6,2020,126,0
Movie,athlete a,"Bonni Cohen, Jon Shenk",United States,2020,PG-13,Documentaries,7.6,Bonni Cohen,11138,6,2020,104,0
Movie,bulbbul,Anvita Dutt,India,2020,TV-MA,Horror Movies,6.5,Anvita Dutt,12049,6,2020,94,0
Movie,nobody knows i'm here,Gaspar Antillo,Chile,2020,TV-MA,Dramas,6.5,Gaspar Antillo,4271,6,2020,92,0
Movie,eric andre: legalize everything,Eric Notarnicola,United States,2020,TV-MA,Stand-Up Comedy,6.2,Eric Notarnicola,2561,6,2020,52,0
Movie,chaman bahaar,Apurva Dhar Badgaiyann,India,2020,TV-MA,Comedies,7.0,Apurva Dhar Badgaiyann,7084,6,2020,112,0
Movie,feel the beat,Elissa Down,United States,2020,TV-G,Children & Family Movies,6.3,Elissa Down,11438,6,2020,110,0
Movie,lost bullet,Guillaume Pierret,France,2020,TV-MA,Action & Adventure,6.3,Guillaume Pierret,9690,6,2020,93,0
Movie,one-way to tomorrow,Ozan Açıktan,Turkey,2020,TV-MA,Dramas,5.6,Ozan Açiktan,5035,6,2020,90,0
Movie,wasp network,Olivier Assayas,France,2020,TV-MA,Dramas,5.9,Olivier Assayas,10711,6,2020,128,0
Movie,a whisker away,"Junichi Sato, Tomotaka Shibayama",Japan,2020,TV-PG,Anime Features,6.7,"""Junichi Satô",10216,6,2020,104,0
Movie,one take,Manatsanun Phanlerdwongsakul,Thailand,2020,TV-G,Documentaries,5.9,Manatsanun Phanlerdwongsakul,52,6,2020,86,0
Movie,city of joy,Madeleine Gavin,United States,2018,TV-MA,Documentaries,7.6,Madeleine Gavin,551,9,2018,77,0
Movie,riding faith,Paco Aguilar,United States,2020,TV-PG,Children & Family Movies,4.4,Paco Aguilar,238,6,2020,81,0
Movie,last flight to abuja,Obi Emelonye,Nigeria,2012,TV-14,Dramas,4.4,Obi Emelonye,359,6,2020,76,0
Movie,underdogs,Juan José Campanella,Argentina,2013,PG,Children & Family Movies,6.4,Juan José Campanella,9713,6,2020,85,0
Movie,wira,Adrian Teh,Malaysia,2019,TV-14,Action & Adventure,6.3,Adrian Teh,502,6,2020,108,0
Movie,milea,"Fajar Bustomi, Pidi Baiq",Indonesia,2020,TV-14,Dramas,6.1,Pidi Baiq,577,6,2020,100,0
Movie,axone,Nicholas Kharkongor,India,2020,TV-MA,Comedies,6.9,Nicholas Kharkongor,2237,6,2020,101,0
Movie,da 5 bloods,Spike Lee,United States,2020,R,Action & Adventure,6.5,Spike Lee,51378,6,2020,156,0
TV Show,dc's legends of tomorrow,Rob Seidenglanz,United States,2020,TV-14,TV Action & Adventure,6.8,Caity Lotz,104446,6,2020,0,5
TV Show,dc's legends of tomorrow,Rob Seidenglanz,United States,2020,TV-14,TV Action & Adventure,8.1,Alexandra La Roche,1130,6,2020,0,5
TV Show,dc's legends of tomorrow,Rob Seidenglanz,United States,2020,TV-14,TV Action & Adventure,8.8,Ben Hernandez Bray,1383,6,2020,0,5
Movie,365 days,"Barbara Białowąs, Tomasz Mandes",Poland,2020,TV-MA,Dramas,3.3,Barbara Bialowas,89071,6,2020,114,0
TV Show,supernatural,Phil Sgriccia,United States,2019,TV-14,Classic & Cult TV,8.4,Jared Padalecki,439597,6,2020,0,15
TV Show,supernatural,Phil Sgriccia,United States,2019,TV-14,Classic & Cult TV,8.4,Jared Padalecki,439601,6,2020,0,15
Movie,the last days of american crime,Olivier Megaton,United States,2020,TV-MA,Action & Adventure,3.7,Olivier Megaton,11605,6,2020,149,0
Movie,spelling the dream,Sam Rega,United States,2020,TV-G,Children & Family Movies,6.8,Sam Rega,742,6,2020,83,0
Movie,let's dance,Inas El-Degheidy,Egypt,2006,TV-14,Comedies,5.9,Ladislas Chollat,1456,6,2020,116,0
Movie,mirai,Mamoru Hosoda,Japan,2018,PG,Action & Adventure,7.0,Mamoru Hosoda,15916,6,2020,98,0
Movie,kenny sebastian: the most interesting person in the room,Angshuman Ghosh,India,2020,TV-MA,Stand-Up Comedy,6.0,Angshuman Ghosh,1016,5,2020,68,0
